State/ territory,SA3,SA3 Name,Sex,5 year period,Deaths,SA3 ASR,State ASR,Australia ASR 
Queensland,30304,Nathan,Persons,2015-2019,25,12.1,15.7,12.7
Queensland,30305,Rocklea - Acacia Ridge,Persons,2015-2019,43,13.4,15.7,12.7
Queensland,30306,Sunnybank,Persons,2015-2019,21,7.5,15.7,12.7
Queensland,30401,Centenary,Persons,2015-2019,15,0,15.7,12.7
Queensland,30402,Kenmore - Brookfield - Moggill,Persons,2015-2019,14,0,15.7,12.7
Queensland,30403,Sherwood - Indooroopilly,Persons,2015-2019,22,7.6,15.7,12.7
Queensland,30404,The Gap - Enoggera,Persons,2015-2019,27,10.1,15.7,12.7
Queensland,30501,Brisbane Inner,Persons,2015-2019,80,19.2,15.7,12.7
Queensland,30502,Brisbane Inner - East,Persons,2015-2019,33,14.4,15.7,12.7
Queensland,30503,Brisbane Inner - North,Persons,2015-2019,56,11.6,15.7,12.7
Queensland,30504,Brisbane Inner - West,Persons,2015-2019,32,10.8,15.7,12.7
Queensland,30601,Cairns - North,Persons,2015-2019,60,22.7,15.7,12.7
Queensland,30602,Cairns - South,Persons,2015-2019,112,21.5,15.7,12.7
Queensland,30603,Innisfail - Cassowary Coast,Persons,2015-2019,27,16,15.7,12.7
Queensland,30604,Port Douglas - Daintree,Persons,2015-2019,7,0,15.7,12.7
Queensland,30605,Tablelands (East) - Kuranda,Persons,2015-2019,52,26.9,15.7,12.7
Queensland,30701,Darling Downs (West) - Maranoa,Persons,2015-2019,38,18.5,15.7,12.7
Queensland,30702,Darling Downs - East,Persons,2015-2019,33,15.9,15.7,12.7
Queensland,30703,Granite Belt,Persons,2015-2019,32,17.3,15.7,12.7
Queensland,30801,Central Highlands (Qld),Persons,2015-2019,34,24.8,15.7,12.7
Queensland,30803,Rockhampton,Persons,2015-2019,112,19.8,15.7,12.7
Queensland,30804,Biloela,Persons,2015-2019,12,0,15.7,12.7
Queensland,30805,Gladstone,Persons,2015-2019,62,20.5,15.7,12.7
Queensland,30901,Broadbeach - Burleigh,Persons,2015-2019,43,12.2,15.7,12.7
Queensland,30902,Coolangatta,Persons,2015-2019,39,13.9,15.7,12.7
Queensland,30903,Gold Coast - North,Persons,2015-2019,54,15.1,15.7,12.7
Queensland,30904,Gold Coast Hinterland,Persons,2015-2019,12,0,15.7,12.7
Queensland,30905,Mudgeeraba - Tallebudgera,Persons,2015-2019,27,15.1,15.7,12.7
Queensland,30906,Nerang,Persons,2015-2019,61,16.9,15.7,12.7
Queensland,30907,Ormeau - Oxenford,Persons,2015-2019,88,14.7,15.7,12.7
Queensland,30908,Robina,Persons,2015-2019,27,10.6,15.7,12.7
Queensland,30909,Southport,Persons,2015-2019,45,13.5,15.7,12.7
Queensland,30910,Surfers Paradise,Persons,2015-2019,51,20.7,15.7,12.7
Queensland,31001,Forest Lake - Oxley,Persons,2015-2019,43,11.2,15.7,12.7
Queensland,31002,Ipswich Hinterland,Persons,2015-2019,68,20.1,15.7,12.7
Queensland,31003,Ipswich Inner,Persons,2015-2019,83,15.5,15.7,12.7
Queensland,31004,Springfield - Redbank,Persons,2015-2019,63,15,15.7,12.7
Queensland,31101,Beaudesert,Persons,2015-2019,10,0,15.7,12.7
Queensland,31102,Beenleigh,Persons,2015-2019,44,21.1,15.7,12.7
Queensland,31103,Browns Plains,Persons,2015-2019,71,17.8,15.7,12.7
Queensland,31104,Jimboomba,Persons,2015-2019,35,15.1,15.7,12.7
Queensland,31105,Loganlea - Carbrook,Persons,2015-2019,45,14.3,15.7,12.7
Queensland,31106,Springwood - Kingston,Persons,2015-2019,59,15.3,15.7,12.7
Queensland,31201,Bowen Basin - North,Persons,2015-2019,29,18.4,15.7,12.7
Queensland,31202,Mackay,Persons,2015-2019,106,18.8,15.7,12.7
Queensland,31203,Whitsunday,Persons,2015-2019,25,22.9,15.7,12.7
Queensland,31301,Bribie - Beachmere,Persons,2015-2019,28,17.3,15.7,12.7
Queensland,31302,Caboolture,Persons,2015-2019,55,16,15.7,12.7
Queensland,31303,Caboolture Hinterland,Persons,2015-2019,8,0,15.7,12.7
Queensland,31304,Narangba - Burpengary,Persons,2015-2019,48,15.3,15.7,12.7
Queensland,31305,Redcliffe,Persons,2015-2019,68,23.7,15.7,12.7
Queensland,31401,The Hills District,Persons,2015-2019,44,9.9,15.7,12.7
Queensland,31402,North Lakes,Persons,2015-2019,43,11.5,15.7,12.7
Queensland,31403,Strathpine,Persons,2015-2019,36,18.8,15.7,12.7
Queensland,31501,Far North,Persons,2015-2019,34,22.2,15.7,12.7
Queensland,31502,Outback - North,Persons,2015-2019,40,26.9,15.7,12.7
Queensland,31503,Outback - South,Persons,2015-2019,23,27.7,15.7,12.7
Queensland,31601,Buderim,Persons,2015-2019,36,12.8,15.7,12.7
Queensland,31602,Caloundra,Persons,2015-2019,59,14.6,15.7,12.7
Queensland,31603,Maroochy,Persons,2015-2019,32,10.5,15.7,12.7
Queensland,31605,Noosa,Persons,2015-2019,45,18,15.7,12.7
Queensland,31606,Sunshine Coast Hinterland,Persons,2015-2019,31,12.9,15.7,12.7
Queensland,31607,Nambour,Persons,2015-2019,30,14.2,15.7,12.7
Queensland,31608,Noosa Hinterland,Persons,2015-2019,22,18.6,15.7,12.7
Queensland,31701,Toowoomba,Persons,2015-2019,108,14.8,15.7,12.7
Queensland,31801,Charters Towers - Ayr - Ingham,Persons,2015-2019,40,19.7,15.7,12.7
Queensland,31802,Townsville,Persons,2015-2019,181,18.8,15.7,12.7
Queensland,31901,Bundaberg,Persons,2015-2019,92,22.1,15.7,12.7
Queensland,31902,Burnett,Persons,2015-2019,67,29,15.7,12.7
Queensland,31903,Gympie - Cooloola,Persons,2015-2019,41,16,15.7,12.7
Queensland,31904,Hervey Bay,Persons,2015-2019,61,21.5,15.7,12.7
Queensland,31905,Maryborough,Persons,2015-2019,45,21.1,15.7,12.7
South Australia,40101,Adelaide City,Persons,2015-2019,20,16.6,13,12.7
South Australia,40102,Adelaide Hills,Persons,2015-2019,41,10.8,13,12.7
South Australia,40103,Burnside,Persons,2015-2019,29,12.3,13,12.7
South Australia,40104,Campbelltown (SA),Persons,2015-2019,32,11.9,13,12.7
South Australia,40105,Norwood - Payneham - St Peters,Persons,2015-2019,34,16.3,13,12.7
South Australia,40106,Prospect - Walkerville,Persons,2015-2019,20,12.7,13,12.7
South Australia,40107,Unley,Persons,2015-2019,17,0,13,12.7
South Australia,40201,Gawler - Two Wells,Persons,2015-2019,25,14.8,13,12.7
South Australia,40202,Playford,Persons,2015-2019,65,15.3,13,12.7
South Australia,40203,Port Adelaide - East,Persons,2015-2019,38,10.4,13,12.7
South Australia,40204,Salisbury,Persons,2015-2019,106,15.2,13,12.7
South Australia,40205,Tea Tree Gully,Persons,2015-2019,45,8.8,13,12.7
South Australia,40301,Holdfast Bay,Persons,2015-2019,34,16.8,13,12.7
South Australia,40302,Marion,Persons,2015-2019,56,11.4,13,12.7
South Australia,40303,Mitcham,Persons,2015-2019,36,10.5,13,12.7
South Australia,40304,Onkaparinga,Persons,2015-2019,102,12.1,13,12.7
South Australia,40401,Charles Sturt,Persons,2015-2019,67,11.3,13,12.7
South Australia,40402,Port Adelaide - West,Persons,2015-2019,44,14.6,13,12.7
South Australia,40403,West Torrens,Persons,2015-2019,39,12.1,13,12.7
South Australia,40501,Barossa,Persons,2015-2019,20,11.8,13,12.7
South Australia,40502,Lower North,Persons,2015-2019,15,0,13,12.7
South Australia,40503,Mid North,Persons,2015-2019,20,15.3,13,12.7
South Australia,40504,Yorke Peninsula,Persons,2015-2019,24,16.9,13,12.7
South Australia,40601,Eyre Peninsula and South West,Persons,2015-2019,46,16.9,13,12.7
South Australia,40602,Outback - North and East,Persons,2015-2019,14,0,13,12.7
South Australia,40701,Fleurieu - Kangaroo Island,Persons,2015-2019,37,14.9,13,12.7
South Australia,40702,Limestone Coast,Persons,2015-2019,56,18.2,13,12.7
South Australia,40703,Murray and Mallee,Persons,2015-2019,54,16.6,13,12.7
Western Australia,50101,Augusta - Margaret River - Busselton,Persons,2015-2019,51,19.4,15.4,12.7
Western Australia,50102,Bunbury,Persons,2015-2019,90,18.2,15.4,12.7
Western Australia,50103,Manjimup,Persons,2015-2019,21,16.3,15.4,12.7
Western Australia,50201,Mandurah,Persons,2015-2019,92,19.6,15.4,12.7
Western Australia,50301,Cottesloe - Claremont,Persons,2015-2019,46,13.6,15.4,12.7
Western Australia,50302,Perth City,Persons,2015-2019,76,13.3,15.4,12.7
Western Australia,50401,Bayswater - Bassendean,Persons,2015-2019,65,15.2,15.4,12.7
Western Australia,50402,Mundaring,Persons,2015-2019,38,17.9,15.4,12.7
Western Australia,50403,Swan,Persons,2015-2019,106,16,15.4,12.7
Western Australia,50501,Joondalup,Persons,2015-2019,106,13.8,15.4,12.7
Western Australia,50502,Stirling,Persons,2015-2019,140,13.2,15.4,12.7
Western Australia,50503,Wanneroo,Persons,2015-2019,119,12.4,15.4,12.7
Western Australia,50601,Armadale,Persons,2015-2019,61,14.5,15.4,12.7
Western Australia,50602,Belmont - Victoria Park,Persons,2015-2019,47,12.4,15.4,12.7
Western Australia,50603,Canning,Persons,2015-2019,47,9.5,15.4,12.7
Western Australia,50604,Gosnells,Persons,2015-2019,95,15.5,15.4,12.7
Western Australia,50605,Kalamunda,Persons,2015-2019,49,17,15.4,12.7
Western Australia,50606,Serpentine - Jarrahdale,Persons,2015-2019,18,0,15.4,12.7
Western Australia,50607,South Perth,Persons,2015-2019,29,12.5,15.4,12.7
Western Australia,50701,Cockburn,Persons,2015-2019,66,12.3,15.4,12.7
Western Australia,50702,Fremantle,Persons,2015-2019,31,15.3,15.4,12.7
Western Australia,50703,Kwinana,Persons,2015-2019,30,15.1,15.4,12.7
Western Australia,50704,Melville,Persons,2015-2019,53,10.4,15.4,12.7
Western Australia,50705,Rockingham,Persons,2015-2019,128,20,15.4,12.7
Western Australia,50901,Albany,Persons,2015-2019,45,15.5,15.4,12.7
Western Australia,50902,Wheat Belt - North,Persons,2015-2019,53,20,15.4,12.7
Western Australia,50903,Wheat Belt - South,Persons,2015-2019,22,23.6,15.4,12.7
Western Australia,51001,Kimberley,Persons,2015-2019,61,35.6,15.4,12.7
Western Australia,51002,East Pilbara,Persons,2015-2019,26,17.5,15.4,12.7
Western Australia,51003,West Pilbara,Persons,2015-2019,22,12.2,15.4,12.7
Western Australia,51101,Esperance,Persons,2015-2019,9,0,15.4,12.7
Western Australia,51102,Gascoyne,Persons,2015-2019,11,0,15.4,12.7
Western Australia,51103,Goldfields,Persons,2015-2019,49,24.7,15.4,12.7
Western Australia,51104,Mid West,Persons,2015-2019,64,23.7,15.4,12.7
Tasmania,60101,Brighton,Persons,2015-2019,11,0,16.6,12.7
Tasmania,60102,Hobart - North East,Persons,2015-2019,37,13.5,16.6,12.7
Tasmania,60103,Hobart - North West,Persons,2015-2019,53,18.5,16.6,12.7
Tasmania,60104,Hobart - South and West,Persons,2015-2019,22,12.9,16.6,12.7
Tasmania,60105,Hobart Inner,Persons,2015-2019,40,14.4,16.6,12.7
Tasmania,60106,Sorell - Dodges Ferry,Persons,2015-2019,15,0,16.6,12.7
Tasmania,60201,Launceston,Persons,2015-2019,66,15.8,16.6,12.7
Tasmania,60202,Meander Valley - West Tamar,Persons,2015-2019,27,22.3,16.6,12.7
Tasmania,60203,North East,Persons,2015-2019,43,21.1,16.6,12.7
Tasmania,60301,Central Highlands (Tas.),Persons,2015-2019,15,0,16.6,12.7
Tasmania,60302,Huon - Bruny Island,Persons,2015-2019,15,0,16.6,12.7
Tasmania,60303,South East Coast,Persons,2015-2019,7,0,16.6,12.7
Tasmania,60401,Burnie - Ulverstone,Persons,2015-2019,39,16.4,16.6,12.7
Tasmania,60402,Devonport,Persons,2015-2019,33,15,16.6,12.7
Tasmania,60403,West Coast,Persons,2015-2019,16,0,16.6,12.7
Northern Territory,70101,Darwin City,Persons,2015-2019,26,19,20,12.7
Northern Territory,70102,Darwin Suburbs,Persons,2015-2019,40,14.9,20,12.7
Northern Territory,70103,Litchfield,Persons,2015-2019,28,22,20,12.7
Northern Territory,70104,Palmerston,Persons,2015-2019,21,13.5,20,12.7
Northern Territory,70201,Alice Springs,Persons,2015-2019,46,22.7,20,12.7
Northern Territory,70202,Barkly,Persons,2015-2019,11,0,20,12.7
Northern Territory,70203,Daly - Tiwi - West Arnhem,Persons,2015-2019,17,0,20,12.7
Northern Territory,70204,East Arnhem,Persons,2015-2019,22,26.9,20,12.7
Northern Territory,70205,Katherine,Persons,2015-2019,23,20.6,20,12.7
Australian Capital Territory,80101,Belconnen,Persons,2015-2019,57,11.5,11.3,12.7
Australian Capital Territory,80103,Canberra East,Persons,2015-2019,2,0,11.3,12.7
Australian Capital Territory,80104,Gungahlin,Persons,2015-2019,21,6.7,11.3,12.7
Australian Capital Territory,80105,North Canberra,Persons,2015-2019,36,12.1,11.3,12.7
Australian Capital Territory,80106,South Canberra,Persons,2015-2019,21,13.1,11.3,12.7
Australian Capital Territory,80107,Tuggeranong,Persons,2015-2019,58,14.2,11.3,12.7
Australian Capital Territory,80108,Weston Creek,Persons,2015-2019,10,0,11.3,12.7
Australian Capital Territory,80109,Woden Valley,Persons,2015-2019,26,13.7,11.3,12.7
Australian Capital Territory,80110,Molonglo,Persons,2015-2019,4,0,11.3,12.7
New South Wales,10102,Queanbeyan,Persons,2016-2020,43,14,11.1,12.5
New South Wales,10103,Snowy Mountains,Persons,2016-2020,14,0,11.1,12.5
New South Wales,10104,South Coast,Persons,2016-2020,66,20.5,11.1,12.5
New South Wales,10105,Goulburn - Mulwaree,Persons,2016-2020,27,12.8,11.1,12.5
New South Wales,10106,Young - Yass,Persons,2016-2020,32,18.3,11.1,12.5
New South Wales,10201,Gosford,Persons,2016-2020,115,13,11.1,12.5
New South Wales,10202,Wyong,Persons,2016-2020,133,16.3,11.1,12.5
New South Wales,10301,Bathurst,Persons,2016-2020,29,12,11.1,12.5
New South Wales,10302,Lachlan Valley,Persons,2016-2020,48,19.9,11.1,12.5
New South Wales,10303,Lithgow - Mudgee,Persons,2016-2020,38,17.1,11.1,12.5
New South Wales,10304,Orange,Persons,2016-2020,35,12.1,11.1,12.5
New South Wales,10401,Clarence Valley,Persons,2016-2020,49,22.1,11.1,12.5
New South Wales,10402,Coffs Harbour,Persons,2016-2020,74,16.9,11.1,12.5
New South Wales,10501,Bourke - Cobar - Coonamble,Persons,2016-2020,13,0,11.1,12.5
New South Wales,10502,Broken Hill and Far West,Persons,2016-2020,28,26,11.1,12.5
New South Wales,10503,Dubbo,Persons,2016-2020,59,16.2,11.1,12.5
New South Wales,10601,Lower Hunter,Persons,2016-2020,70,16.1,11.1,12.5
New South Wales,10602,Maitland,Persons,2016-2020,54,13.8,11.1,12.5
New South Wales,10603,Port Stephens,Persons,2016-2020,58,14.6,11.1,12.5
New South Wales,10604,Upper Hunter,Persons,2016-2020,33,22.6,11.1,12.5
New South Wales,10701,Dapto - Port Kembla,Persons,2016-2020,42,11.1,11.1,12.5
New South Wales,10703,Kiama - Shellharbour,Persons,2016-2020,63,14.3,11.1,12.5
New South Wales,10704,Wollongong,Persons,2016-2020,78,11.1,11.1,12.5
New South Wales,10801,Great Lakes,Persons,2016-2020,26,18.7,11.1,12.5
New South Wales,10802,Kempsey - Nambucca,Persons,2016-2020,46,19.5,11.1,12.5
New South Wales,10804,Port Macquarie,Persons,2016-2020,57,14.9,11.1,12.5
New South Wales,10805,Taree - Gloucester,Persons,2016-2020,50,18.1,11.1,12.5
New South Wales,10901,Albury,Persons,2016-2020,62,20,11.1,12.5
New South Wales,10902,Lower Murray,Persons,2016-2020,15,0,11.1,12.5
New South Wales,10903,Upper Murray exc. Albury,Persons,2016-2020,34,18.9,11.1,12.5
New South Wales,11001,Armidale,Persons,2016-2020,17,0,11.1,12.5
New South Wales,11002,Inverell - Tenterfield,Persons,2016-2020,36,19,11.1,12.5
New South Wales,11003,Moree - Narrabri,Persons,2016-2020,19,0,11.1,12.5
New South Wales,11004,Tamworth - Gunnedah,Persons,2016-2020,70,16.7,11.1,12.5
New South Wales,11101,Lake Macquarie - East,Persons,2016-2020,92,15.7,11.1,12.5
New South Wales,11102,Lake Macquarie - West,Persons,2016-2020,63,16.4,11.1,12.5
New South Wales,11103,Newcastle,Persons,2016-2020,115,13.2,11.1,12.5
New South Wales,11201,Richmond Valley - Coastal,Persons,2016-2020,71,18.3,11.1,12.5
New South Wales,11202,Richmond Valley - Hinterland,Persons,2016-2020,68,19.6,11.1,12.5
New South Wales,11203,Tweed Valley,Persons,2016-2020,76,17.4,11.1,12.5
New South Wales,11301,Griffith - Murrumbidgee (West),Persons,2016-2020,38,15.5,11.1,12.5
New South Wales,11302,Tumut - Tumbarumba,Persons,2016-2020,11,0,11.1,12.5
New South Wales,11303,Wagga Wagga,Persons,2016-2020,82,17.6,11.1,12.5
New South Wales,11401,Shoalhaven,Persons,2016-2020,96,19,11.1,12.5
New South Wales,11402,Southern Highlands,Persons,2016-2020,38,16.8,11.1,12.5
New South Wales,11501,Baulkham Hills,Persons,2016-2020,40,5.1,11.1,12.5
New South Wales,11502,Dural - Wisemans Ferry,Persons,2016-2020,12,0,11.1,12.5
New South Wales,11503,Hawkesbury,Persons,2016-2020,17,0,11.1,12.5
New South Wales,11504,Rouse Hill - McGraths Hill,Persons,2016-2020,11,0,11.1,12.5
New South Wales,11601,Blacktown,Persons,2016-2020,50,6.8,11.1,12.5
New South Wales,11602,Blacktown - North,Persons,2016-2020,32,5.9,11.1,12.5
New South Wales,11603,Mount Druitt,Persons,2016-2020,60,10.6,11.1,12.5
New South Wales,11701,Botany,Persons,2016-2020,25,9,11.1,12.5
New South Wales,11702,Marrickville - Sydenham - Petersham,Persons,2016-2020,30,9.8,11.1,12.5
New South Wales,11703,Sydney Inner City,Persons,2016-2020,170,13.9,11.1,12.5
New South Wales,11801,Eastern Suburbs - North,Persons,2016-2020,70,9.5,11.1,12.5
New South Wales,11802,Eastern Suburbs - South,Persons,2016-2020,75,9.4,11.1,12.5
New South Wales,11901,Bankstown,Persons,2016-2020,69,7.5,11.1,12.5
New South Wales,11902,Canterbury,Persons,2016-2020,47,6.1,11.1,12.5
New South Wales,11903,Hurstville,Persons,2016-2020,49,6.9,11.1,12.5
New South Wales,11904,Kogarah - Rockdale,Persons,2016-2020,55,6.8,11.1,12.5
New South Wales,12001,Canada Bay,Persons,2016-2020,36,7.6,11.1,12.5
New South Wales,12002,Leichhardt,Persons,2016-2020,29,9,11.1,12.5
New South Wales,12003,Strathfield - Burwood - Ashfield,Persons,2016-2020,67,7.7,11.1,12.5
New South Wales,12101,Chatswood - Lane Cove,Persons,2016-2020,44,7.4,11.1,12.5
New South Wales,12102,Hornsby,Persons,2016-2020,47,10.9,11.1,12.5
New South Wales,12103,Ku-ring-gai,Persons,2016-2020,48,8.1,11.1,12.5
New South Wales,12104,North Sydney - Mosman,Persons,2016-2020,52,9.3,11.1,12.5
New South Wales,12201,Manly,Persons,2016-2020,19,0,11.1,12.5
New South Wales,12202,Pittwater,Persons,2016-2020,29,8.7,11.1,12.5
New South Wales,12203,Warringah,Persons,2016-2020,59,6.9,11.1,12.5
New South Wales,12301,Camden,Persons,2016-2020,31,9.3,11.1,12.5
New South Wales,12302,Campbelltown (NSW),Persons,2016-2020,87,10.3,11.1,12.5
New South Wales,12303,Wollondilly,Persons,2016-2020,30,13.4,11.1,12.5
New South Wales,12401,Blue Mountains,Persons,2016-2020,53,13.2,11.1,12.5
New South Wales,12403,Penrith,Persons,2016-2020,86,11.6,11.1,12.5
New South Wales,12404,Richmond - Windsor,Persons,2016-2020,19,0,11.1,12.5
New South Wales,12405,St Marys,Persons,2016-2020,32,11.3,11.1,12.5
